,C1,C2,C3,KO1,KO2,KO3
Gm13426,0,0,0,0,0,0
Gm11918,0,0,0,0,0,0
Gm11919,0,0,0,0,0,0
Gm11923,0,0,0,0,0,0
Gm11925,0,0,0,0,0,0
Gm11920,0,0,1,2,5,1
Gm11922,0,0,2,0,0,0
Gm27220,0,0,0,0,0,0
Gm12577,5,0,1,4,2,0
Gm12578,1,0,0,0,0,0
Gm12579,1,0,0,2,0,2
Rpl27-ps1,8,10,11,8,8,9
Gm16167,0,0,1,0,0,0
Rps13-ps1,3758,1808,2966,5116,3143,3953
Gm18602,0,0,0,0,0,0
Gm15532,0,0,1,1,0,0
Rpl31-ps23,0,0,1,0,0,0
Gm45626,0,0,1,0,0,0
Gm37097,0,0,0,0,0,0
Gm11926,0,0,0,3,0,0
Gm11927,0,0,3,1,0,2
Gm11928,0,0,0,0,0,0
Gm11929,2,0,0,1,0,0
Gm11933,0,0,0,0,0,0
Gm5866,0,4,0,0,0,0
Gm11936,0,0,0,0,0,0
Gm11478,5,32,3,12,16,23
Gm29784,0,0,0,0,0,0
Gm16056,0,0,0,0,0,0
Gm16057,0,0,0,0,0,0
Gm43433,0,0,0,0,0,0
Gm20239,0,0,0,0,0,0
Gm43096,9,0,0,0,17,0
Gm5551,1,0,1,0,0,1
Gm17695,10,8,5,19,8,3
Gm4865,0,2,0,0,0,1
Gm16199,0,0,0,0,0,0
Gm3745,21,0,25,40,23,9
Gm37339,2,4,5,4,0,1
Rpsa-ps11,4,10,10,14,0,8
Gm11783,2,0,0,0,0,0
Gm11786,0,0,0,0,0,0
Gm19963,5,11,26,34,9,3
Gm44966,0,0,0,0,0,0
Gm11785,0,3,0,0,0,0
Gm11952,1,0,2,4,0,0
Gm12527,0,0,0,1,0,0
Gm8696,2,0,0,2,0,0
Gm45344,0,0,0,0,0,0
Gm44074,0,0,0,0,0,0
Gm18821,0,2,2,3,0,0
Gm27152,0,0,0,0,0,0
Rpl15-ps2,0,11,8,3,5,0
Gm7863,0,0,0,2,5,0
Uba52-ps,6,2,1,3,3,0
Gm7870,0,0,0,4,0,0
Gm9378,3,0,0,0,3,1
Gm28239,0,0,0,0,0,0
Gm26866,0,0,0,0,0,2
Gm32460,0,0,0,0,0,0
Gstp-ps,2,0,0,0,4,0
Gm11941,0,0,0,0,0,0
Gm11942,52,4,78,64,42,174
Gm17812,0,0,0,0,0,0
Gm9333,15,1,7,11,21,19
Gm19810,0,0,0,0,0,0
Gm11805,0,0,0,1,0,4
Gm19739,0,0,0,0,0,0
Gm42579,0,0,0,0,0,0
Gm5284,0,0,0,0,0,0
Gm15710,47,187,0,59,0,48
Gm11953,48,80,66,100,44,55
Gm35013,3,4,0,1,0,0
Gm10290,43,32,21,40,40,0
Gm11943,0,0,0,0,0,0
Gstm2-ps1,4,0,0,2,2,0
Gm7478,0,1,0,1,3,0
Gm13424,0,0,0,0,0,0
Gm11708,2,0,0,0,0,0
Btf3-ps8,0,0,0,0,0,0
Gm15183,0,0,0,0,0,0
Gm15180,0,0,0,0,0,0
Gm5696,0,0,0,0,4,0
Minpp1-ps,1,0,3,0,0,6
Gm11490,0,0,0,0,0,0
Gm11954,0,0,0,1,0,0
Rps10-ps3,1,0,4,0,0,0
Gm11930,0,0,0,0,0,0
Gm48326,0,0,0,0,0,0
Gm7678,0,0,0,0,0,0
Gm4895,8,0,0,0,3,6
Gm18303,1,0,0,0,1,0
Gm9496,0,0,1,0,0,0
Rpl23a-ps1,3,0,4,0,2,5
Gm3852,0,0,0,0,0,0
Gm5269,1,1,3,1,13,2
Gm38113,0,0,0,0,0,0
Gm43664,1,0,2,4,6,2
Gm13650,0,0,1,1,0,1
Gm13651,3,5,0,3,0,0
Gm13649,1,0,0,1,2,0
Gm43922,0,0,0,0,0,0
Gm43933,0,0,0,0,0,0
Gm43934,0,0,0,0,0,0
Gm43945,0,0,0,0,0,0
Gm44018,0,0,0,0,0,0
Gm11780,0,0,0,0,0,0
Gm17870,0,0,0,0,0,0
Gm19353,0,0,8,45,13,0
Gm17828,0,9,5,0,0,2
Gm27254,0,5,2,0,0,1
Gm11779,0,0,0,0,0,0
Gm11781,0,0,0,0,0,0
Gm12529,0,0,0,0,0,0
Gm11935,0,0,0,0,0,0
Gm8296,0,0,0,0,0,0
Gm7063,0,0,0,0,0,0
Gm8304,8,1,23,23,13,7
Gm47632,85,101,144,163,82,126
Gm47628,97,23,88,141,56,93
Gm47630,0,0,0,0,0,0
Gm8307,0,0,0,6,0,0
Gm18101,2,0,3,0,0,2
Gm44173,0,0,0,0,0,0
Gm11796,7,1,0,0,0,0
Gm11797,0,0,0,0,5,0
Gm10774,0,0,0,0,0,0
Gm28906,5,4,15,19,8,7
Gm5526,2,7,0,5,12,2
Gm11798,0,0,0,0,0,0
Gm12751,0,0,0,0,0,0
Gm12752,2,0,1,1,0,3
Gm12754,0,0,0,0,0,0
Gm12351,0,0,0,0,0,0
Gm12350,0,15,3,0,0,0
Gm8596,0,0,1,0,0,0
Gm18180,121,60,145,190,114,150
Gm6083,0,0,0,0,0,0
Gm47325,0,0,0,0,0,0
Gm47227,0,0,0,0,0,0
Gm47228,0,0,0,0,0,0
Gm47669,0,0,0,3,0,0
Gm47724,0,0,0,0,0,0
Gm19427,0,0,0,0,0,0
Gm18014,1,0,1,1,2,3
Gm3786,0,0,0,0,0,0
Gm3828,0,0,0,0,0,0
Gm15727,1,2,1,0,0,0
Gm11489,0,0,0,0,0,0
Gm11955,0,0,0,6,0,0
Rps12-ps26,0,0,0,1,0,1
Gm11957,1,0,0,0,1,2
Gm11718,2,0,1,2,0,0
Gm17157,0,0,0,0,0,0
Gm38135,0,0,0,0,0,0
Gm11719,0,0,0,0,0,0
Gm45085,0,0,0,0,0,0
Gm6621,0,0,10,9,10,4
Gm11803,0,0,2,0,0,0
Gm11801,0,0,0,0,0,0
Gm11804,0,0,0,0,0,0
Gm11794,0,0,0,0,0,0
Gm11800,2,0,0,0,0,0
Gm28666,0,0,0,0,0,0
Gm28665,0,0,0,0,0,0
Gm2673,0,0,3,0,0,13
Gm26950,0,0,0,0,0,0
Gm11799,0,1,0,0,1,2
Gm11810,0,0,0,0,0,1
Gm11809,0,0,0,0,0,0
Gm49954,0,0,0,0,0,0
Gm18270,3,0,0,2,0,2
Gm6540,6,4,0,7,2,0
ENSMUSG00000121586,0,0,4,0,0,0
Gm14212,0,0,0,0,0,0
Gm12311,0,0,0,0,0,0
Rps18-ps2,0,0,0,0,0,0
Gm18832,0,0,0,0,0,0
Gm11956,2,0,0,0,0,1
Gm12363,0,0,0,0,2,0
Gm12361,0,0,0,0,0,0
Gm12362,1,0,0,0,0,0
Gm13608,0,0,0,0,0,0
Gm5836,0,0,0,0,1,0
Gm29072,2,2,0,0,0,5
Gm27148,0,0,0,0,0,0
Rps8-ps3,3,2,0,7,0,7
Rps19-ps14,0,0,0,0,0,0
Gm12366,13,33,14,15,8,9
Gm12368,0,0,0,0,0,0
Gm12365,1,0,0,0,0,0
Gm14460,0,0,0,1,0,0
Gm14464,0,1,0,10,1,1
Gm12369,0,0,0,0,0,2
Gm12370,0,0,0,0,0,0
Taf9-ps,2,5,3,0,0,0
Rpl23a-ps6,0,0,0,0,0,0
Gm14463,0,0,0,1,0,1
Gm17014,0,0,0,0,0,0
Gm12375,0,0,0,0,0,0
Gm12378,0,0,0,0,0,0
Gm12379,0,0,0,0,0,0
Gm12380,7,2,6,14,23,0
Gm12382,0,0,0,0,0,0
Gm12383,0,0,0,0,0,0
Gm12385,1,0,0,0,1,0
Gm12384,1,0,0,0,0,0
Gm12386,0,0,0,0,1,0
Gm8129,0,0,0,0,0,0
Gm15054,0,0,0,0,0,0
Gm12387,0,0,0,5,0,0
Gm12388,2,0,1,1,3,1
Gm12389,0,0,0,0,0,0
Rps13-ps7,0,0,0,0,0,0
Rps27-ps1,0,0,0,0,0,0
Nr1h2-ps,0,0,0,0,0,0
Gm27189,0,0,0,0,0,0
Gm27233,0,0,0,0,0,0
Gm14466,0,0,0,0,0,0
Gm14469,0,0,0,0,0,0
Gm14465,1,0,0,0,1,0
Gm45439,0,0,0,0,0,0
Gm9341,12,2,5,6,9,8
Gm2651,0,0,0,0,0,0
Gm42960,0,0,0,0,0,0
Gm42961,0,0,0,0,0,0
Gm15820,2,0,0,1,0,0
Gm18222,0,0,0,0,0,0
Gm18451,3,3,5,1,0,4
Gm8069,0,0,0,0,0,0
Gm43779,0,0,0,0,0,0
Gm43396,0,0,0,1,0,0
Gm43199,0,0,0,0,0,0
Tent2-ps1,0,2,0,0,0,0
Gm20223,0,0,0,0,0,0
Gm43315,0,0,0,0,0,0
Gm3283,0,0,1,0,0,0
Gm8115,0,1,3,0,1,1
Gm18901,0,0,0,0,0,0
Gm6615,0,0,0,0,0,0
Gm8121,23,2,0,0,0,0
Gm5904,11,8,12,7,21,12
Gm9347,3,3,0,2,2,0
Gm2981,0,0,0,0,0,0
Gm45499,0,0,0,0,0,0
Gm42976,0,0,0,0,0,0
Gm9165,0,2,5,0,3,3
Gm43394,0,0,0,0,0,0
Gm6632,0,0,0,0,0,0
Gm29344,0,0,0,0,0,0
Gm43044,0,0,0,0,0,0
Gm43043,0,0,0,0,0,0
Gm43392,0,0,0,0,0,0
Gm43393,0,0,0,0,0,0
Gm42861,0,0,1,0,3,0
Cbfa2t2-ps1,0,0,0,0,0,0
Gm43390,0,0,0,0,0,0
Gm3372,0,0,0,0,0,0
Gm8182,6,0,4,14,4,6
Gm43382,0,0,0,0,0,0
Gm43383,0,0,0,0,0,0
Gm43384,0,0,6,0,0,0
E130201H02Rik,42,29,38,50,32,39
Gm45113,0,0,0,0,0,0
Gm42430,0,0,0,0,0,0
Gm52957,0,0,0,0,0,0
Gm11667,1,2,4,7,10,1
Gm44221,0,0,0,0,0,0
Gm44055,0,0,0,0,0,0
Gm18559,0,0,0,0,0,0
Gm44057,0,0,0,0,0,0
Gm45207,0,0,0,0,0,0
Gm8602,0,0,2,0,0,0
Gm2522,0,0,0,0,0,0
Gm18289,0,0,3,0,1,0
Gm6450,10,29,4,16,0,0
Gm13673,0,0,0,0,0,0
Gm9719,9,2,14,13,4,2
Gm16353,10,2,9,18,7,4
Gm7241,0,0,0,0,6,2
Itpa-ps1,157,8,19,0,0,47
Gm47129,0,4,3,1,0,0
Gm47130,1,0,0,0,0,0
Gm12391,0,3,0,0,0,0
Gm3687,0,0,0,0,0,0
Gm26828,0,0,0,0,0,0
Gmfg-ps,0,0,0,0,0,0
Gm11834,0,0,0,0,0,0
Gm11835,0,0,0,1,0,1
Gm12390,0,0,0,0,0,0
Gm11814,5,0,11,2,12,2
Gm11813,0,0,0,0,0,0
Gm12920,0,0,0,0,0,0
Gm12918,0,0,0,0,0,0
Gm12919,0,0,6,1,0,1
Gm43840,0,0,0,0,1,1
Gm8101,2,4,0,0,2,1
Gm13788,0,0,0,0,0,0
Gm18015,0,0,0,0,0,0
Gm5366,0,0,0,0,0,0
Gm13798,0,0,0,0,0,0
Gm13797,0,0,0,0,0,0
Gm13801,0,0,0,0,0,0
Rps11-ps3,0,0,0,2,2,1
Gm48789,0,0,0,0,0,0
Psenen-ps,0,0,0,0,0,0
Gm11829,0,0,0,0,0,0
Gm11830,0,0,0,0,0,0
Gm16254,1,0,2,0,0,3
Gm17075,0,0,0,0,0,0
Gm17076,1,0,2,0,5,2
Gm13803,0,0,0,0,0,0
Gm12397,28,46,62,80,22,7
Gm13809,1,0,0,0,0,1
Gm13808,0,0,0,0,0,0
Gm13811,0,0,0,0,0,0
Gm13813,0,0,0,0,0,0
Gm13812,5,2,6,8,5,10
Gm13810,5,2,6,8,5,10
Gm45514,0,0,0,0,0,0
Gm17841,0,0,4,0,0,0
Rpl23a-ps14,0,0,0,3,3,0
Gm15560,0,0,6,0,2,0
Gm3671,51,34,34,63,93,33
Gm8649,0,0,0,0,0,0
Gm27018,0,0,0,0,0,0
Gm8652,6,10,4,14,6,3
Gm18006,0,0,0,0,0,0
Gm5873,2,12,0,5,0,9
Gm27190,0,0,0,0,5,0
Gm8669,1,0,0,0,0,0
Gm44048,0,0,0,0,0,0
Gm5781,0,2,0,0,0,0
Gm8676,0,0,0,0,0,0
Gm15824,0,1,0,6,1,1
Gm15823,3,8,6,9,9,0
Gm6044,2,0,1,2,0,0
Gm11668,2,0,0,0,0,2
Gm11658,7,0,11,12,8,6
Gm8686,0,0,0,0,0,0
Gm43962,0,0,0,0,0,0
Rnps1-ps,0,15,0,0,0,0
Gm2774,0,0,0,0,3,0
Gm8428,0,1,0,3,0,1
Gm16042,460,264,519,879,749,440
Gm48425,0,0,0,0,0,0
Gm18391,0,0,0,0,0,0
Gm35736,0,0,0,0,0,0
Gm5110,16,0,38,26,13,15
Gm18421,0,0,0,0,0,0
Gm2691,0,0,0,0,0,0
Gm43960,149,47,192,245,179,208
Gm12402,0,0,0,0,0,0
Gm20693,0,0,0,0,0,0
Gm10052,0,0,0,0,0,0
Gm47211,0,0,0,0,0,0
Gm12403,26,6,9,23,22,10
Gm18636,0,0,0,0,0,0
Gm21011,2,4,1,10,4,0
Gm5650,4,0,1,8,0,3
Rbx1-ps,526,128,607,780,606,649
Gm11821,8,0,0,0,0,0
Gm11822,0,0,0,0,0,0
Gm17020,0,0,0,0,0,0
Gm45506,0,0,0,0,0,0
Gm9343,0,0,0,0,0,0
Gm21032,0,0,0,0,0,0
Gm21033,0,0,0,0,0,0
Gm21034,0,0,0,0,0,0
Gm21035,0,0,0,0,0,0
Gm21036,0,0,0,0,0,0
Gm21037,0,0,0,0,0,0
Gm16478,0,0,0,0,0,0
Gm45002,0,0,0,0,0,0
Gm9354,0,5,0,0,0,2
Gm8112,0,0,0,0,0,2
Gm12317,0,0,0,0,0,0
Gm8249,0,0,0,0,0,0
Gm47529,0,0,0,0,0,1
Gm5173,68,0,76,109,78,80
Gm8264,0,0,0,0,0,0
Gm8137,0,3,0,0,0,2
Gm8274,3,0,0,0,0,0
Gm47539,0,0,2,0,0,0
Gm8153,7,20,0,0,0,0
Gm8158,0,0,0,0,0,2
Gm8290,0,0,0,1,0,4
Gm46194,0,0,0,0,0,0
Gm11456,0,0,0,0,0,0
Gm12401,0,0,0,0,0,0
Gm48400,0,0,0,0,0,2
Gm11833,0,0,0,0,0,0
Gm48406,0,0,0,0,0,0
Gm7344,0,0,0,0,0,0
Gm11504,0,0,0,0,0,0
Gm11507,0,0,0,0,0,0
AA413626,0,0,0,6,0,6
Gm9569,0,0,0,0,0,0
Gm13611,0,9,0,5,0,0
Gm5362,0,0,2,0,0,0
Gm5363,0,0,0,0,2,0
Gm45860,0,0,0,0,0,0
Gm11839,24,12,34,50,55,45
Gm11841,0,31,24,12,9,30
Gm11843,0,5,0,0,0,4
Gm42402,0,0,1,1,0,0
Gm7336,73125,38,83194,116797,73111,71874
Gm29492,0,0,0,0,0,0
Rpl23a-ps8,0,0,0,0,0,0
Gm4373,2,1,8,8,3,5
Rpl23a-ps9,0,0,0,0,0,0
Gm11847,46,14,48,92,54,51
Gm9114,37,3,36,39,0,21
Gm7390,11,12,0,2,13,2
Gm29627,0,0,0,0,0,0
Gm6669,1,0,3,4,0,0
Gm9120,7,0,0,0,3,0
Gm21673,0,0,0,0,0,0
Gm13921,0,0,0,8,0,0
Gm13866,0,0,0,0,0,0
Gm11819,0,0,0,0,0,0
Gm11826,0,1,0,18,6,0
Gm11825,0,0,0,0,0,1
Gm5329,0,0,0,0,0,0
Gm9127,0,0,15,0,14,0
Gm29262,0,0,0,0,0,0
Gm29263,0,0,0,0,0,0
Rpl23a-ps10,0,0,0,0,0,0
Gm15536,0,0,0,0,0,0
Gm9135,0,0,12,4,2,6
Gm9357,0,0,0,0,0,0
Gm28256,0,0,0,0,0,0
Gm28257,0,0,0,0,0,0
Gm44683,0,0,0,0,0,0
Gm48506,0,0,0,0,0,0
Gm20074,0,0,0,0,0,0
Gm6015,0,0,0,0,1,0
Gm48640,0,0,0,0,0,0
Gm9662,0,0,1,4,0,5
Gm6181,0,0,0,0,0,0
Gm5776,0,0,0,0,0,0
Gm13868,0,0,2,0,0,0
Gm9142,0,0,0,0,0,0
Gm6290,7,0,8,3,7,7
Gm28862,0,0,0,0,0,0
Rpl23a-ps11,0,0,0,0,0,0
Gm11824,5,17,13,0,2,2
Gm9146,0,0,0,0,27,0
Gm11836,18,4,31,28,27,12
Gm5116,0,0,0,0,0,0
Gm21089,0,0,0,0,0,0
Gm48674,0,1,0,0,0,0
Gm48675,0,0,0,0,0,0
Gm5327,0,0,0,0,0,0
Gm17838,0,0,0,0,0,0
Gm9149,0,0,0,0,0,0
Gm21135,0,0,0,0,0,0
Gm9367,0,0,0,0,0,0
Gm44615,0,0,0,0,0,0
Gm5058,0,0,0,0,0,0
Gm29429,0,0,0,0,0,0
Gm4398,14,0,0,0,0,0
Gm29432,0,0,0,0,0,0
Gm28408,0,0,0,0,0,0
Gm9156,0,0,0,0,0,0
Gm28409,0,0,0,0,0,0
Gm4405,0,0,0,24,0,24
Gm28383,0,0,0,0,0,0
Gm28384,0,0,0,0,0,0
Gm28992,0,0,0,0,0,0
Rpl23a-ps7,0,0,0,0,0,0
Gm11509,0,0,0,0,0,0
Gm11838,0,0,0,0,0,0
Gm9162,10,0,2,0,0,1
Gm28559,0,0,0,0,0,0
Gm6003,0,0,0,0,0,0
Gm11845,0,0,0,0,0,0
Gm11856,0,0,0,0,0,0
Gm11859,0,0,0,0,0,0
Gm11857,0,0,1,0,0,0
Gm11858,0,0,0,2,0,0
Gm11855,34,5,26,24,51,26
Gm37119,0,0,0,0,0,0
Gm14229,0,0,0,0,0,0
Gm5560,15,22,4,8,2,4
Gm13687,0,0,0,0,0,0
Gm18970,0,0,0,4,0,0
Gm8618,0,1,0,0,0,7
Gm11510,0,0,0,0,0,0
Gm9167,2,0,3,1,0,4
Gm5732,7,1,14,22,5,3
Gm28794,0,0,0,0,0,0
Gm5731,0,0,0,0,0,0
Gm12770,0,0,0,0,0,0
Gm12771,0,0,0,0,0,0
Gm11869,0,0,0,0,0,0
Gm11870,9,1,18,19,11,23
Gm11874,0,0,0,0,0,0
Gm11865,0,0,6,1,0,1
Gm11864,0,0,0,1,0,0
Gm11862,0,0,0,0,0,0
Gm11848,0,0,0,0,0,0
Gm11850,1,0,0,0,0,0
Gm11849,0,0,0,0,0,0
Gm42657,0,0,0,0,0,0
Gm9234,9,73,10,11,8,14
Rpl23a-ps12,0,0,0,0,0,0
Gm12782,0,0,0,0,0,0
Gm12768,0,0,0,0,0,0
Gm12757,0,1,2,1,3,2
Gm28184,0,0,0,0,0,0
Gm3355,12,13,5,29,4,2
Gm12773,0,0,0,0,0,0
Gm47741,0,0,0,0,0,0
Gm12760,0,0,0,0,1,0
Gm12779,0,0,0,0,0,0
Rpl9-ps5,0,0,0,0,0,0
Gm38164,0,0,0,0,0,2
Gm8878,4,1,11,1,0,0
Gm11873,9,0,3,1,2,1
Gm11871,0,0,0,0,0,0
Gm11875,2,0,0,0,0,1
Gm11876,0,0,0,0,0,0
Gm5497,0,1,0,0,0,0
Gm49862,0,0,0,0,0,0
Gm7253,0,0,0,0,0,0
Gm9300,4,0,5,14,10,5
Gm10171,0,2,54,0,0,4
Gm43911,0,0,0,0,0,0
Gm43932,0,0,0,0,0,0
Gm8132,1,1,0,0,0,2
Rpl36-ps4,0,0,0,0,0,0
Gm50040,0,0,0,0,1,0
Gm50041,0,0,0,0,0,0
Gm18139,0,0,3,0,0,0
Gm17920,0,0,0,0,0,0
Rpl7a-ps5,0,4,7,9,7,6
Rpl31-ps25,0,0,3,0,0,2
Gm3470,0,0,6,0,0,3
Gm4761,1,1,4,0,8,1
Gm44083,2,0,0,5,0,2
4930515G16Rik,0,0,0,0,0,0
Gm9240,0,0,0,0,0,0
Gm44478,0,0,0,0,0,0
Gm5884,0,0,0,0,0,0
Gm44420,0,0,0,0,0,0
Gm44216,0,0,0,0,0,0
Gm12778,0,0,0,0,0,0
Gm13689,1,4,0,0,0,7
Gm13688,90,59,107,128,120,70
Gm2517,0,0,0,0,0,0
Gm48634,0,0,0,0,0,0
Gm9385,58,77,0,71,0,0
Gm29803,0,0,0,0,0,0
Gm34391,0,4,5,4,2,0
Gm20630,0,0,0,0,0,0
Gm18513,0,0,0,0,0,0
Gm16228,0,0,0,0,0,0
Gm43249,0,1,0,0,0,0
Dynlt1-ps1,0,0,0,0,0,0
Gm43907,0,0,0,0,0,0
Gm6627,8,9,22,18,17,16
Rps19-ps10,1,0,4,6,4,1
Gm47609,0,0,0,0,0,0
Gm47610,0,0,0,0,0,0
Gm8774,0,0,0,0,0,0
Gm18042,0,0,0,0,0,0
Gm2914,0,0,0,0,0,0
Gm6494,117,1,131,54,101,136
Gm2467,11,15,15,26,18,7
Gm13690,0,0,0,0,0,0
Gm4735,101,58,119,253,0,60
Gm13700,0,0,0,0,0,0
Gm13755,0,0,0,0,0,0
Gm13756,0,0,0,0,0,0
Gm7893,0,0,0,0,0,0
Gm13677,0,0,0,0,0,0
Gm13675,0,3,0,0,0,3
Gm13676,1,0,1,1,0,0
Gm13678,0,0,0,0,0,0
Gm6096,0,2,1,4,1,3
Gm37450,0,0,0,0,0,0
Fkbp1a-ps2,0,0,0,0,0,0
Gm48385,0,0,0,0,0,0
Gm48386,0,0,0,0,0,0
Gm12774,0,0,0,0,1,0
Gm12780,0,0,0,0,0,0
Gm13680,17,27,13,8,2,5
Gm13679,2,0,4,1,1,4
Gm13682,0,0,0,0,0,0
Gm13681,0,0,0,0,0,0
Gm13683,0,0,0,1,0,0
Gm13685,0,0,0,0,0,0
Gm13370,994,253,1303,1877,1454,1110
Gm13369,6,0,7,17,5,4
Gm20519,1,0,0,0,0,1
Dnmt3l-ps1,0,0,0,0,0,0
Gm16326,0,0,0,0,0,0
Gm46203,0,5,0,0,0,0
Gm48403,0,0,0,0,0,0
Gm7904,0,3,0,0,0,0
Gm11511,0,0,2,3,0,0
Gm11512,13,14,30,32,14,16
Gm19087,3,1,6,1,2,1
Gm8941,7,0,0,6,3,3
Gm17415,0,4,3,11,2,3
Gm14028,0,0,0,0,0,0
Gm12481,0,0,0,0,0,0
Rps6-ps3,7,16,4,7,0,0
Gm48858,0,0,0,2,0,0
Gm14026,392,54,65,345,43,21
Gm11675,1,3,1,0,0,0
Gm11676,0,0,0,0,0,0
Gm11677,22,3,24,15,25,0
Gm11516,1,0,0,4,1,2
Gm17907,0,2,5,0,9,9
Gm11679,2,0,4,3,3,1
Gm5879,17,131,7,18,8,18
Gm11498,0,0,0,0,0,0
Gm11500,0,0,0,0,0,0
Gm11501,0,0,0,0,0,0
Gm28779,0,0,0,0,0,0
Gm6799,0,0,0,0,0,0
Rpl31-ps24,0,0,0,0,0,0
Rpl10a-ps1,556,109,0,501,0,0
Gm11502,0,0,1,3,1,3
Gm11506,0,0,0,0,0,0
Gm8550,0,0,0,0,0,0
Gm29977,0,0,3,5,0,2
Gm7329,0,0,0,0,0,0
Rps12l1,0,0,0,0,0,0
Gm11966,0,0,0,0,0,0
Gm12677,0,0,0,0,0,0
Gm12455,1,0,0,0,0,0
Gm14388,0,0,0,0,0,0
Gm14389,0,0,0,0,0,0
Gm11606,0,0,0,0,0,0
Gm11605,0,1,9,2,0,5
Rps19-ps9,9,0,0,7,0,0
Gm29759,0,0,0,0,0,0
Gm12463,11,4,5,10,0,2
Gm12748,1,1,0,0,2,0
Gm37568,0,0,0,0,0,1
Cycs-ps2,0,0,0,0,0,0
Gm43103,0,1,0,0,7,2
Gm11693,0,0,0,0,0,0
Gm14039,0,0,0,0,0,0
Gm13751,1,0,0,0,0,0
Gm12566,0,0,0,0,0,0
Gm5100,9,1,2,2,1,5
Gm11736,0,0,0,0,0,0
Gm6905,2,0,6,0,0,1
Rps2-ps11,0,28,11,18,5,10
Gm12585,0,0,0,0,0,0
Gm4374,5,0,6,6,5,1
Vmn1r-ps5,0,0,0,0,0,0
Gm42642,0,9,0,0,0,0
Gm12411,239,18,61,261,28,211
Gm12412,0,0,0,0,0,0
Gm6314,0,0,0,0,0,0
Gm6517,1,2,4,2,0,0
Gm44487,0,0,0,0,0,0
Gm11692,0,0,0,0,0,0
Gm28169,0,0,0,0,0,0
Gm17777,0,0,0,1,0,0
Gm11689,0,0,0,0,0,0
Gm28361,0,0,0,0,0,0
Zfp813-ps,1,0,0,0,0,0
Gm29490,0,0,0,0,0,0
Gm44259,0,0,0,0,0,0
Gm12444,3,1,0,3,0,2
Gm12445,0,0,0,0,1,0
Gm12447,7,3,17,11,21,6
Gm18558,2,0,4,1,3,2
Gm12443,0,0,0,0,0,0
Gm18255,0,0,0,0,0,0
Gm14046,19,12,38,36,33,7
Gm44232,0,0,0,0,0,0
Gm6060,0,0,0,0,0,0
Gm28669,0,0,0,0,0,0
Gm12318,0,0,0,0,0,0
Gm7634,7,0,4,21,5,4
Gm12425,0,0,0,0,0,0
Gm12422,0,0,0,0,3,0
Gm12424,6,17,8,0,0,4
Gm12423,0,0,0,0,0,0
Gm19187,4,0,2,7,3,10
Rpl23a-ps2,3,0,0,8,0,2
Gm12322,10,0,0,3,8,0
Gm44979,0,0,0,0,0,0
Gm17984,0,0,0,0,0,0
Gm44976,0,0,0,0,0,0
Gm44977,0,0,0,0,0,0
Gm17987,0,0,0,1,0,0
Gm18642,0,0,0,0,0,0
Gm20072,0,0,0,0,0,0
Gm2996,0,0,0,0,0,0
Gm7516,16,2,10,26,18,12
Gm12435,23,20,19,0,7,0
Gm17813,0,0,0,0,0,0
Gm44853,0,0,0,0,0,0
Gm5596,0,0,0,0,0,0
Gm34272,0,0,0,0,0,0
Gm18127,0,0,0,0,0,0
Gm44852,0,0,0,0,0,0
Gm45157,0,0,0,0,0,0
Gm17798,2,0,3,0,3,5
Gm12439,3,0,0,5,0,0
Gm12438,0,0,0,0,0,0
Gm12442,0,0,0,0,0,0
Gm15779,1,0,1,0,0,0
Gm15781,0,0,0,0,0,0
Gm15780,0,0,0,0,0,0
Gm12453,0,0,0,0,0,0
Rbpj-ps1,0,0,0,0,0,0
Gm47102,133,166,177,84,69,443
Gm12452,0,0,0,0,0,0
Gm15455,5,7,4,10,17,0
Gm47449,0,0,0,0,0,0
Gm47458,0,0,0,0,0,0
Gm17822,0,0,0,0,0,0
Gm5723,2,0,0,0,0,0
Gm21041,9,0,4,5,2,2
Gm6226,6,1,0,3,0,0
Gm44938,0,0,0,0,0,0
Gm18453,0,0,0,0,0,0
Gm9373,0,0,0,0,0,0
Gm9375,0,0,2,0,5,0
Gm45189,0,0,0,0,0,0
Gm9377,0,0,0,0,1,0
Gm44743,0,0,0,0,0,0
Gm12459,0,0,0,0,0,0
Gm12458,0,0,0,0,0,1
Gm12460,0,0,1,0,0,2
Amd-ps4,4,6,0,0,0,9
Gm12465,0,0,0,0,0,0
Gm12466,2,0,3,4,6,0
Gm12467,0,0,0,0,0,0
Gm12475,0,0,0,0,0,0
Gm7439,0,0,0,0,0,0
Gm47229,0,0,0,0,0,0
Gm11694,0,0,0,0,0,0
Gm12321,0,0,0,0,0,0
Gm15377,0,0,0,0,0,0
Tmc4-ps,0,0,0,0,0,0
Vma21-ps,0,0,0,0,0,0
Gm12482,6,11,5,3,7,3
Gm48818,0,0,0,0,0,0
Gm19457,0,0,0,0,0,0
Gm43659,0,0,0,0,0,0
Gm20589,17,2,15,21,25,6
Gm12495,0,0,0,0,0,0
Gm10608,0,7,7,44,13,11
Gm28631,0,0,0,0,0,0
Gm5266,2,0,0,0,0,0
Gm12470,4,0,0,11,1,7
Rpl17-ps9,0,21,9,0,0,0
Gm9211,9,1,5,8,0,4
Rps15a-ps8,0,1,0,0,1,0
Gm12468,0,1,4,3,0,2
Gm12469,0,0,0,0,0,0
Tpt1-ps2,3,0,1,3,1,0
